Quarter,QuarterQF,HB,HBQF,Location,LocationQF,AdmissionType,AdmissionTypeQF,SIMD,SIMDQF,Episodes,LengthOfEpisode,AverageLengthOfEpisode,AverageLengthOfEpisodeQF,Stays,LengthOfStay,AverageLengthOfStay,AverageLengthOfStayQF
2017Q4,,SB0801,,D102H,,Emergency Inpatients,,5,,39,68,1.74358974358974,,25,181,7.24,
2018Q1,,SB0801,,D102H,,Emergency Inpatients,,5,,36,73,2.02777777777778,,35,237,6.77142857142857,
2018Q2,,SB0801,,D102H,,Emergency Inpatients,,5,,30,44,1.46666666666667,,25,154,6.16,
2018Q3,,SB0801,,D102H,,Emergency Inpatients,,5,,40,71,1.775,,35,201,5.74285714285714,
2018Q4,,SB0801,,D102H,,Emergency Inpatients,,5,,31,80,2.58064516129032,,25,255,10.2,
2019Q1,,SB0801,,D102H,,Emergency Inpatients,,5,,47,78,1.6595744680851101,,40,271,6.775,
2019Q2,,SB0801,,D102H,,Emergency Inpatients,,5,,39,128,3.28205128205128,,35,253,7.22857142857143,
2019Q3,,SB0801,,D102H,,Emergency Inpatients,,5,,39,177,4.53846153846154,,30,174,5.8,
2019Q4,,SB0801,,D102H,,Emergency Inpatients,,5,,29,72,2.48275862068966,,25,105,4.2,
2020Q1,,SB0801,,D102H,,Emergency Inpatients,,5,,41,86,2.09756097560976,,40,221,5.525,
2020Q2,,SB0801,,D102H,,Emergency Inpatients,,5,,59,174,2.94915254237288,,50,194,3.88,
2020Q3,,SB0801,,D102H,,Emergency Inpatients,,5,,43,101,2.34883720930233,,40,276,6.9,
2020Q4,,SB0801,,D102H,,Emergency Inpatients,,5,,40,94,2.35,,35,133,3.8,
2021Q1,,SB0801,,D102H,,Emergency Inpatients,,5,,38,50,1.31578947368421,,30,98,3.26666666666667,
2021Q2,,SB0801,,D102H,,Emergency Inpatients,,5,,41,76,1.85365853658537,,40,171,4.275,
2021Q3,,SB0801,,D102H,,Emergency Inpatients,,5,,39,67,1.71794871794872,,25,175,7,
2021Q4,,SB0801,,D102H,,Emergency Inpatients,,5,,41,94,2.29268292682927,,30,218,7.26666666666667,
2022Q1,,SB0801,,D102H,,Emergency Inpatients,,5,,34,102,3,,25,124,4.96,
2022Q2,,SB0801,,D102H,,Emergency Inpatients,,5,,41,88,2.14634146341463,,24,142,5.91666666666667,
2022Q3,,SB0801,,D102H,,Emergency Inpatients,,5,,34,107,3.14705882352941,,25,173,6.92,
2022Q4,p,SB0801,,D102H,,Emergency Inpatients,,5,,43,109,2.53488372093023,,25,206,8.24,
2017Q4,,SB0801,,D102H,,Emergency Inpatients,,,:,5,5,1,,5,25,5,
2018Q1,,SB0801,,D102H,,Emergency Inpatients,,,:,5,15,3,,0,5,,z
2018Q2,,SB0801,,D102H,,Emergency Inpatients,,,:,5,55,11,,5,59,11.8,
2018Q3,,SB0801,,D102H,,Emergency Inpatients,,,:,15,33,2.2,,10,65,6.5,
2018Q4,,SB0801,,D102H,,Emergency Inpatients,,,:,5,5,1,,5,33,6.6,
2019Q1,,SB0801,,D102H,,Emergency Inpatients,,,:,5,27,5.4,,5,50,10,
2019Q2,,SB0801,,D102H,,Emergency Inpatients,,,:,10,17,1.7,,10,35,3.5,
2019Q3,,SB0801,,D102H,,Emergency Inpatients,,,:,10,12,1.2,,10,84,8.4,
2019Q4,,SB0801,,D102H,,Emergency Inpatients,,,:,5,0,0,,0,0,,z
2020Q1,,SB0801,,D102H,,Emergency Inpatients,,,:,0,0,,z,0,5,,z
2020Q2,,SB0801,,D102H,,Emergency Inpatients,,,:,0,5,,z,0,0,,z
2020Q4,,SB0801,,D102H,,Emergency Inpatients,,,:,5,0,0,,5,5,1,
2021Q1,,SB0801,,D102H,,Emergency Inpatients,,,:,0,0,,z,0,0,,z
2021Q2,,SB0801,,D102H,,Emergency Inpatients,,,:,5,0,0,,0,5,,z
2021Q3,,SB0801,,D102H,,Emergency Inpatients,,,:,5,12,2.4,,5,33,6.6,
2021Q4,,SB0801,,D102H,,Emergency Inpatients,,,:,0,0,,z,0,0,,z
2022Q1,,SB0801,,D102H,,Emergency Inpatients,,,:,0,0,,z,0,0,,z
2022Q2,,SB0801,,D102H,,Emergency Inpatients,,,:,5,13,2.6,,5,20,4,
2022Q3,,SB0801,,D102H,,Emergency Inpatients,,,:,5,10,2,,0,9,,z
2022Q4,p,SB0801,,D102H,,Emergency Inpatients,,,:,0,0,,z,0,5,,z
2017Q4,,SB0801,,SB0801,d,Emergency Inpatients,,1,,78,219,2.80769230769231,,69,511,7.40579710144928,
2018Q1,,SB0801,,SB0801,d,Emergency Inpatients,,1,,76,148,1.94736842105263,,70,659,9.41428571428571,
2018Q2,,SB0801,,SB0801,d,Emergency Inpatients,,1,,98,184,1.87755102040816,,83,440,5.30120481927711,
2018Q3,,SB0801,,SB0801,d,Emergency Inpatients,,1,,98,263,2.68367346938776,,78,496,6.35897435897436,
2018Q4,,SB0801,,SB0801,d,Emergency Inpatients,,1,,89,237,2.66292134831461,,73,613,8.3972602739726,
2019Q1,,SB0801,,SB0801,d,Emergency Inpatients,,1,,109,231,2.11926605504587,,90,518,5.75555555555556,
2019Q2,,SB0801,,SB0801,d,Emergency Inpatients,,1,,101,181,1.79207920792079,,85,565,6.64705882352941,
2019Q3,,SB0801,,SB0801,d,Emergency Inpatients,,1,,84,117,1.39285714285714,,70,379,5.41428571428571,
2019Q4,,SB0801,,SB0801,d,Emergency Inpatients,,1,,84,191,2.27380952380952,,70,294,4.2,
2020Q1,,SB0801,,SB0801,d,Emergency Inpatients,,1,,86,165,1.91860465116279,,75,568,7.57333333333333,
2020Q2,,SB0801,,SB0801,d,Emergency Inpatients,,1,,110,275,2.5,,82,840,10.2439024390244,
2020Q3,,SB0801,,SB0801,d,Emergency Inpatients,,1,,93,260,2.79569892473118,,80,691,8.6375,
2020Q4,,SB0801,,SB0801,d,Emergency Inpatients,,1,,94,181,1.92553191489362,,70,295,4.21428571428571,
2021Q1,,SB0801,,SB0801,d,Emergency Inpatients,,1,,106,234,2.20754716981132,,87,478,5.49425287356322,
2021Q2,,SB0801,,SB0801,d,Emergency Inpatients,,1,,108,224,2.07407407407407,,85,551,6.48235294117647,
2021Q3,,SB0801,,SB0801,d,Emergency Inpatients,,1,,123,212,1.72357723577236,,103,583,5.66019417475728,
2021Q4,,SB0801,,SB0801,d,Emergency Inpatients,,1,,97,253,2.60824742268041,,80,572,7.15,
2022Q1,,SB0801,,SB0801,d,Emergency Inpatients,,1,,85,259,3.04705882352941,,75,504,6.72,
2022Q2,,SB0801,,SB0801,d,Emergency Inpatients,,1,,96,242,2.52083333333333,,70,408,5.82857142857143,
2022Q3,,SB0801,,SB0801,d,Emergency Inpatients,,1,,107,328,3.06542056074766,,80,498,6.225,
2022Q4,p,SB0801,,SB0801,d,Emergency Inpatients,,1,,85,309,3.63529411764706,,70,537,7.67142857142857,
2017Q4,,SB0801,,SB0801,d,Emergency Inpatients,,2,,59,215,3.64406779661017,,43,423,9.83720930232558,
2018Q1,,SB0801,,SB0801,d,Emergency Inpatients,,2,,53,105,1.9811320754717,,44,291,6.61363636363636,
2018Q2,,SB0801,,SB0801,d,Emergency Inpatients,,2,,60,137,2.28333333333333,,55,356,6.47272727272727,
2018Q3,,SB0801,,SB0801,d,Emergency Inpatients,,2,,54,251,4.64814814814815,,46,535,11.6304347826087,
2018Q4,,SB0801,,SB0801,d,Emergency Inpatients,,2,,51,173,3.3921568627451,,45,581,12.9111111111111,
2019Q1,,SB0801,,SB0801,d,Emergency Inpatients,,2,,64,151,2.359375,,45,274,6.08888888888889,
2019Q2,,SB0801,,SB0801,d,Emergency Inpatients,,2,,77,138,1.79220779220779,,65,366,5.63076923076923,
2019Q3,,SB0801,,SB0801,d,Emergency Inpatients,,2,,67,163,2.43283582089552,,55,341,6.2,
2019Q4,,SB0801,,SB0801,d,Emergency Inpatients,,2,,53,161,3.0377358490566,,40,233,5.825,
2020Q1,,SB0801,,SB0801,d,Emergency Inpatients,,2,,43,136,3.16279069767442,,35,247,7.05714285714286,
2020Q2,,SB0801,,SB0801,d,Emergency Inpatients,,2,,74,199,2.68918918918919,,60,315,5.25,
2020Q3,,SB0801,,SB0801,d,Emergency Inpatients,,2,,41,106,2.58536585365854,,35,212,6.05714285714286,
2020Q4,,SB0801,,SB0801,d,Emergency Inpatients,,2,,55,125,2.27272727272727,,50,218,4.36,
2021Q1,,SB0801,,SB0801,d,Emergency Inpatients,,2,,60,117,1.95,,50,193,3.86,
2021Q2,,SB0801,,SB0801,d,Emergency Inpatients,,2,,56,97,1.73214285714286,,45,576,12.8,
2021Q3,,SB0801,,SB0801,d,Emergency Inpatients,,2,,67,274,4.08955223880597,,60,507,8.45,
2021Q4,,SB0801,,SB0801,d,Emergency Inpatients,,2,,59,116,1.96610169491525,,45,251,5.57777777777778,
2022Q1,,SB0801,,SB0801,d,Emergency Inpatients,,2,,61,197,3.22950819672131,,45,279,6.2,
2022Q2,,SB0801,,SB0801,d,Emergency Inpatients,,2,,60,131,2.18333333333333,,40,424,10.6,
2022Q3,,SB0801,,SB0801,d,Emergency Inpatients,,2,,63,195,3.0952380952381,,45,404,8.97777777777778,
2022Q4,p,SB0801,,SB0801,d,Emergency Inpatients,,2,,58,196,3.37931034482759,,42,364,8.66666666666667,
2017Q4,,SB0801,,SB0801,d,Emergency Inpatients,,3,,63,86,1.36507936507937,,55,345,6.27272727272727,
2018Q1,,SB0801,,SB0801,d,Emergency Inpatients,,3,,48,92,1.91666666666667,,45,241,5.35555555555556,
2018Q2,,SB0801,,SB0801,d,Emergency Inpatients,,3,,51,207,4.05882352941176,,46,484,10.5217391304348,
2018Q3,,SB0801,,SB0801,d,Emergency Inpatients,,3,,54,232,4.2962962962963,,46,403,8.76086956521739,
2018Q4,,SB0801,,SB0801,d,Emergency Inpatients,,3,,63,214,3.3968253968254,,50,245,4.9,
2019Q1,,SB0801,,SB0801,d,Emergency Inpatients,,3,,52,225,4.32692307692308,,35,258,7.37142857142857,
2019Q2,,SB0801,,SB0801,d,Emergency Inpatients,,3,,59,224,3.79661016949153,,45,416,9.24444444444444,
2019Q3,,SB0801,,SB0801,d,Emergency Inpatients,,3,,55,213,3.87272727272727,,45,411,9.13333333333333,
2019Q4,,SB0801,,SB0801,d,Emergency Inpatients,,3,,59,194,3.28813559322034,,40,208,5.2,
2020Q1,,SB0801,,SB0801,d,Emergency Inpatients,,3,,55,114,2.07272727272727,,40,304,7.6,
2020Q2,,SB0801,,SB0801,d,Emergency Inpatients,,3,,81,241,2.97530864197531,,65,289,4.44615384615385,
2020Q3,,SB0801,,SB0801,d,Emergency Inpatients,,3,,54,124,2.2962962962963,,40,212,5.3,
2020Q4,,SB0801,,SB0801,d,Emergency Inpatients,,3,,64,230,3.59375,,50,291,5.82,
2021Q1,,SB0801,,SB0801,d,Emergency Inpatients,,3,,58,130,2.24137931034483,,40,199,4.975,
2021Q2,,SB0801,,SB0801,d,Emergency Inpatients,,3,,52,137,2.63461538461538,,40,336,8.4,
2021Q3,,SB0801,,SB0801,d,Emergency Inpatients,,3,,52,133,2.55769230769231,,35,214,6.11428571428571,
2021Q4,,SB0801,,SB0801,d,Emergency Inpatients,,3,,62,153,2.46774193548387,,45,336,7.46666666666667,
2022Q1,,SB0801,,SB0801,d,Emergency Inpatients,,3,,44,167,3.79545454545455,,35,368,10.5142857142857,
2022Q2,,SB0801,,SB0801,d,Emergency Inpatients,,3,,61,190,3.11475409836066,,45,343,7.62222222222222,
2022Q3,,SB0801,,SB0801,d,Emergency Inpatients,,3,,45,125,2.77777777777778,,30,150,5,
2022Q4,p,SB0801,,SB0801,d,Emergency Inpatients,,3,,68,206,3.02941176470588,,45,209,4.64444444444444,
2017Q4,,SB0801,,SB0801,d,Emergency Inpatients,,4,,53,156,2.94339622641509,,50,501,10.02,
2018Q1,,SB0801,,SB0801,d,Emergency Inpatients,,4,,43,100,2.32558139534884,,40,267,6.675,
2018Q2,,SB0801,,SB0801,d,Emergency Inpatients,,4,,44,160,3.63636363636364,,35,250,7.14285714285714,
2018Q3,,SB0801,,SB0801,d,Emergency Inpatients,,4,,27,70,2.59259259259259,,20,145,7.25,
2018Q4,,SB0801,,SB0801,d,Emergency Inpatients,,4,,32,195,6.09375,,30,229,7.63333333333333,
2019Q1,,SB0801,,SB0801,d,Emergency Inpatients,,4,,40,75,1.875,,25,234,9.36,
2019Q2,,SB0801,,SB0801,d,Emergency Inpatients,,4,,55,145,2.63636363636364,,40,282,7.05,
2019Q3,,SB0801,,SB0801,d,Emergency Inpatients,,4,,46,75,1.6304347826087,,40,130,3.25,
2019Q4,,SB0801,,SB0801,d,Emergency Inpatients,,4,,42,120,2.85714285714286,,40,254,6.35,
2020Q1,,SB0801,,SB0801,d,Emergency Inpatients,,4,,30,65,2.16666666666667,,25,195,7.8,
2020Q2,,SB0801,,SB0801,d,Emergency Inpatients,,4,,43,118,2.74418604651163,,30,88,2.93333333333333,
2020Q3,,SB0801,,SB0801,d,Emergency Inpatients,,4,,31,135,4.35483870967742,,24,150,6.25,
2020Q4,,SB0801,,SB0801,d,Emergency Inpatients,,4,,30,80,2.66666666666667,,25,305,12.2,
2021Q1,,SB0801,,SB0801,d,Emergency Inpatients,,4,,31,160,5.16129032258065,,25,155,6.2,
2021Q2,,SB0801,,SB0801,d,Emergency Inpatients,,4,,55,210,3.81818181818182,,35,270,7.71428571428571,
2021Q3,,SB0801,,SB0801,d,Emergency Inpatients,,4,,51,119,2.33333333333333,,35,276,7.88571428571429,
2021Q4,,SB0801,,SB0801,d,Emergency Inpatients,,4,,48,180,3.75,,40,400,10,
2022Q1,,SB0801,,SB0801,d,Emergency Inpatients,,4,,45,115,2.55555555555556,,35,333,9.51428571428571,
2022Q2,,SB0801,,SB0801,d,Emergency Inpatients,,4,,38,116,3.05263157894737,,25,155,6.2,
2022Q3,,SB0801,,SB0801,d,Emergency Inpatients,,4,,40,87,2.175,,30,196,6.53333333333333,
2022Q4,p,SB0801,,SB0801,d,Emergency Inpatients,,4,,48,129,2.6875,,35,369,10.5428571428571,
2017Q4,,SB0801,,SB0801,d,Emergency Inpatients,,5,,39,68,1.74358974358974,,25,181,7.24,
2018Q1,,SB0801,,SB0801,d,Emergency Inpatients,,5,,36,73,2.02777777777778,,35,237,6.77142857142857,
2018Q2,,SB0801,,SB0801,d,Emergency Inpatients,,5,,30,44,1.46666666666667,,25,154,6.16,
2018Q3,,SB0801,,SB0801,d,Emergency Inpatients,,5,,40,71,1.775,,35,201,5.74285714285714,
2018Q4,,SB0801,,SB0801,d,Emergency Inpatients,,5,,31,80,2.58064516129032,,25,255,10.2,
2019Q1,,SB0801,,SB0801,d,Emergency Inpatients,,5,,47,78,1.6595744680851101,,40,271,6.775,
2019Q2,,SB0801,,SB0801,d,Emergency Inpatients,,5,,39,128,3.28205128205128,,35,253,7.22857142857143,
2019Q3,,SB0801,,SB0801,d,Emergency Inpatients,,5,,39,177,4.53846153846154,,30,174,5.8,
2019Q4,,SB0801,,SB0801,d,Emergency Inpatients,,5,,29,72,2.48275862068966,,25,105,4.2,
2020Q1,,SB0801,,SB0801,d,Emergency Inpatients,,5,,41,86,2.09756097560976,,40,221,5.525,
2020Q2,,SB0801,,SB0801,d,Emergency Inpatients,,5,,59,174,2.94915254237288,,50,194,3.88,
2020Q3,,SB0801,,SB0801,d,Emergency Inpatients,,5,,43,101,2.34883720930233,,40,276,6.9,
2020Q4,,SB0801,,SB0801,d,Emergency Inpatients,,5,,40,94,2.35,,35,133,3.8,
2021Q1,,SB0801,,SB0801,d,Emergency Inpatients,,5,,38,50,1.31578947368421,,30,98,3.26666666666667,
2021Q2,,SB0801,,SB0801,d,Emergency Inpatients,,5,,41,76,1.85365853658537,,40,171,4.275,
2021Q3,,SB0801,,SB0801,d,Emergency Inpatients,,5,,39,67,1.71794871794872,,25,175,7,
2021Q4,,SB0801,,SB0801,d,Emergency Inpatients,,5,,41,94,2.29268292682927,,30,218,7.26666666666667,
2022Q1,,SB0801,,SB0801,d,Emergency Inpatients,,5,,34,102,3,,25,124,4.96,
2022Q2,,SB0801,,SB0801,d,Emergency Inpatients,,5,,41,88,2.14634146341463,,24,142,5.91666666666667,
2022Q3,,SB0801,,SB0801,d,Emergency Inpatients,,5,,34,107,3.14705882352941,,25,173,6.92,
2022Q4,p,SB0801,,SB0801,d,Emergency Inpatients,,5,,43,109,2.53488372093023,,25,206,8.24,
2017Q4,,SB0801,,SB0801,d,Emergency Inpatients,,,:,5,5,1,,5,25,5,
2018Q1,,SB0801,,SB0801,d,Emergency Inpatients,,,:,5,15,3,,0,5,,z
2018Q2,,SB0801,,SB0801,d,Emergency Inpatients,,,:,5,55,11,,5,59,11.8,
2018Q3,,SB0801,,SB0801,d,Emergency Inpatients,,,:,15,33,2.2,,10,65,6.5,
2018Q4,,SB0801,,SB0801,d,Emergency Inpatients,,,:,5,5,1,,5,33,6.6,
2019Q1,,SB0801,,SB0801,d,Emergency Inpatients,,,:,5,27,5.4,,5,50,10,
2019Q2,,SB0801,,SB0801,d,Emergency Inpatients,,,:,10,17,1.7,,10,35,3.5,
2019Q3,,SB0801,,SB0801,d,Emergency Inpatients,,,:,10,12,1.2,,10,84,8.4,
2019Q4,,SB0801,,SB0801,d,Emergency Inpatients,,,:,5,0,0,,0,0,,z
2020Q1,,SB0801,,SB0801,d,Emergency Inpatients,,,:,0,0,,z,0,5,,z
2020Q2,,SB0801,,SB0801,d,Emergency Inpatients,,,:,0,5,,z,0,0,,z
2020Q4,,SB0801,,SB0801,d,Emergency Inpatients,,,:,5,0,0,,5,5,1,
2021Q1,,SB0801,,SB0801,d,Emergency Inpatients,,,:,0,0,,z,0,0,,z
2021Q2,,SB0801,,SB0801,d,Emergency Inpatients,,,:,5,0,0,,0,5,,z
2021Q3,,SB0801,,SB0801,d,Emergency Inpatients,,,:,5,12,2.4,,5,33,6.6,
2021Q4,,SB0801,,SB0801,d,Emergency Inpatients,,,:,0,0,,z,0,0,,z
2022Q1,,SB0801,,SB0801,d,Emergency Inpatients,,,:,0,0,,z,0,0,,z
2022Q2,,SB0801,,SB0801,d,Emergency Inpatients,,,:,5,13,2.6,,5,20,4,
2022Q3,,SB0801,,SB0801,d,Emergency Inpatients,,,:,5,10,2,,0,9,,z
2022Q4,p,SB0801,,SB0801,d,Emergency Inpatients,,,:,0,0,,z,0,5,,z
2017Q4,,S27000001,,S27000001,d,Emergency Inpatients,,1,,16,165,10.3125,,13,135,10.3846153846154,
2018Q1,,S27000001,,S27000001,d,Emergency Inpatients,,1,,19,475,25,,14,433,30.9285714285714,
2018Q2,,S27000001,,S27000001,d,Emergency Inpatients,,1,,16,560,35,,11,526,47.8181818181818,
2018Q3,,S27000001,,S27000001,d,Emergency Inpatients,,1,,10,160,16,,5,100,20,
2018Q4,,S27000001,,S27000001,d,Emergency Inpatients,,1,,42,799,19.0238095238095,,32,511,15.96875,
2019Q1,,S27000001,,S27000001,d,Emergency Inpatients,,1,,44,787,17.8863636363636,,35,509,14.5428571428571,
2019Q2,,S27000001,,S27000001,d,Emergency Inpatients,,1,,13,274,21.0769230769231,,10,180,18,
2019Q3,,S27000001,,S27000001,d,Emergency Inpatients,,1,,13,245,18.8461538461538,,5,97,19.4,
2019Q4,,S27000001,,S27000001,d,Emergency Inpatients,,1,,25,507,20.28,,16,273,17.0625,
2020Q1,,S27000001,,S27000001,d,Emergency Inpatients,,1,,27,396,14.6666666666667,,19,305,16.0526315789474,
2020Q2,,S27000001,,S27000001,d,Emergency Inpatients,,1,,24,386,16.0833333333333,,20,313,15.65,
2020Q3,,S27000001,,S27000001,d,Emergency Inpatients,,1,,15,537,35.8,,11,496,45.0909090909091,
2020Q4,,S27000001,,S27000001,d,Emergency Inpatients,,1,,10,198,19.8,,5,155,31,
2021Q1,,S27000001,,S27000001,d,Emergency Inpatients,,1,,10,100,10,,5,66,13.2,
2021Q2,,S27000001,,S27000001,d,Emergency Inpatients,,1,,15,312,20.8,,13,297,22.8461538461538,
2021Q3,,S27000001,,S27000001,d,Emergency Inpatients,,1,,10,108,10.8,,10,108,10.8,
2021Q4,,S27000001,,S27000001,d,Emergency Inpatients,,1,,18,261,14.5,,13,185,14.2307692307692,
2022Q1,,S27000001,,S27000001,d,Emergency Inpatients,,1,,5,314,62.8,,5,312,62.4,
2022Q2,,S27000001,,S27000001,d,Emergency Inpatients,,1,,5,29,5.8,,0,19,,z
2022Q3,,S27000001,,S27000001,d,Emergency Inpatients,,1,,11,150,13.6363636363636,,5,67,13.4,
2022Q4,p,S27000001,,S27000001,d,Emergency Inpatients,,1,,10,153,15.3,,5,58,11.6,
2017Q4,,S27000001,,S27000001,d,Emergency Inpatients,,2,,30,586,19.5333333333333,,21,507,24.1428571428571,
2018Q1,,S27000001,,S27000001,d,Emergency Inpatients,,2,,16,182,11.375,,15,186,12.4,
2018Q2,,S27000001,,S27000001,d,Emergency Inpatients,,2,,29,379,13.0689655172414,,19,298,15.6842105263158,
2018Q3,,S27000001,,S27000001,d,Emergency Inpatients,,2,,23,322,14,,17,229,13.4705882352941,
2018Q4,,S27000001,,S27000001,d,Emergency Inpatients,,2,,40,1495,37.375,,24,697,29.0416666666667,
2019Q1,,S27000001,,S27000001,d,Emergency Inpatients,,2,,40,925,23.125,,25,563,22.52,
2019Q2,,S27000001,,S27000001,d,Emergency Inpatients,,2,,23,550,23.9130434782609,,14,378,27,
2019Q3,,S27000001,,S27000001,d,Emergency Inpatients,,2,,26,934,35.9230769230769,,19,525,27.6315789473684,
2019Q4,,S27000001,,S27000001,d,Emergency Inpatients,,2,,28,528,18.8571428571429,,15,286,19.0666666666667,
2020Q1,,S27000001,,S27000001,d,Emergency Inpatients,,2,,23,573,24.9130434782609,,16,361,22.5625,
2020Q2,,S27000001,,S27000001,d,Emergency Inpatients,,2,,30,790,26.3333333333333,,20,344,17.2,
2020Q3,,S27000001,,S27000001,d,Emergency Inpatients,,2,,26,720,27.6923076923077,,13,123,9.46153846153846,
2020Q4,,S27000001,,S27000001,d,Emergency Inpatients,,2,,27,765,28.3333333333333,,18,399,22.1666666666667,
2021Q1,,S27000001,,S27000001,d,Emergency Inpatients,,2,,21,584,27.8095238095238,,10,126,12.6,
2021Q2,,S27000001,,S27000001,d,Emergency Inpatients,,2,,22,436,19.8181818181818,,14,301,21.5,
2021Q3,,S27000001,,S27000001,d,Emergency Inpatients,,2,,21,538,25.6190476190476,,15,268,17.8666666666667,
2021Q4,,S27000001,,S27000001,d,Emergency Inpatients,,2,,14,160,11.4285714285714,,5,55,11,
2022Q1,,S27000001,,S27000001,d,Emergency Inpatients,,2,,10,173,17.3,,10,137,13.7,
2022Q2,,S27000001,,S27000001,d,Emergency Inpatients,,2,,14,284,20.2857142857143,,10,230,23,
2022Q3,,S27000001,,S27000001,d,Emergency Inpatients,,2,,15,304,20.2666666666667,,12,155,12.9166666666667,
2022Q4,p,S27000001,,S27000001,d,Emergency Inpatients,,2,,17,241,14.1764705882353,,13,144,11.0769230769231,
2017Q4,,S27000001,,S27000001,d,Emergency Inpatients,,3,,35,596,17.0285714285714,,32,586,18.3125,
2018Q1,,S27000001,,S27000001,d,Emergency Inpatients,,3,,29,473,16.3103448275862,,21,355,16.9047619047619,
2018Q2,,S27000001,,S27000001,d,Emergency Inpatients,,3,,33,576,17.4545454545455,,25,491,19.64,
2018Q3,,S27000001,,S27000001,d,Emergency Inpatients,,3,,34,795,23.3823529411765,,27,796,29.4814814814815,
2018Q4,,S27000001,,S27000001,d,Emergency Inpatients,,3,,36,949,26.3611111111111,,23,514,22.3478260869565,
2019Q1,,S27000001,,S27000001,d,Emergency Inpatients,,3,,28,517,18.4642857142857,,20,277,13.85,
2019Q2,,S27000001,,S27000001,d,Emergency Inpatients,,3,,35,939,26.8285714285714,,24,667,27.7916666666667,
2019Q3,,S27000001,,S27000001,d,Emergency Inpatients,,3,,48,694,14.4583333333333,,36,485,13.4722222222222,
2019Q4,,S27000001,,S27000001,d,Emergency Inpatients,,3,,38,942,24.7894736842105,,25,494,19.76,
2020Q1,,S27000001,,S27000001,d,Emergency Inpatients,,3,,44,1146,26.0454545454545,,32,844,26.375,
2020Q2,,S27000001,,S27000001,d,Emergency Inpatients,,3,,29,587,20.2413793103448,,21,405,19.2857142857143,
2020Q3,,S27000001,,S27000001,d,Emergency Inpatients,,3,,42,859,20.452380952381,,31,754,24.3225806451613,
2020Q4,,S27000001,,S27000001,d,Emergency Inpatients,,3,,35,682,19.4857142857143,,30,433,14.4333333333333,
2021Q1,,S27000001,,S27000001,d,Emergency Inpatients,,3,,20,279,13.95,,13,223,17.1538461538462,
2021Q2,,S27000001,,S27000001,d,Emergency Inpatients,,3,,23,487,21.1739130434783,,14,249,17.7857142857143,
2021Q3,,S27000001,,S27000001,d,Emergency Inpatients,,3,,32,661,20.65625,,22,465,21.1363636363636,
2021Q4,,S27000001,,S27000001,d,Emergency Inpatients,,3,,26,493,18.9615384615385,,16,227,14.1875,
2022Q1,,S27000001,,S27000001,d,Emergency Inpatients,,3,,15,710,47.3333333333333,,10,162,16.2,
2022Q2,,S27000001,,S27000001,d,Emergency Inpatients,,3,,15,542,36.1333333333333,,11,351,31.9090909090909,
2022Q3,,S27000001,,S27000001,d,Emergency Inpatients,,3,,19,239,12.5789473684211,,16,205,12.8125,
2022Q4,p,S27000001,,S27000001,d,Emergency Inpatients,,3,,19,809,42.5789473684211,,12,554,46.1666666666667,
2017Q4,,S27000001,,S27000001,d,Emergency Inpatients,,4,,25,309,12.36,,19,241,12.6842105263158,
2018Q1,,S27000001,,S27000001,d,Emergency Inpatients,,4,,15,234,15.6,,13,205,15.7692307692308,
2018Q2,,S27000001,,S27000001,d,Emergency Inpatients,,4,,25,316,12.64,,17,235,13.8235294117647,
2018Q3,,S27000001,,S27000001,d,Emergency Inpatients,,4,,25,334,13.36,,15,186,12.4,
2018Q4,,S27000001,,S27000001,d,Emergency Inpatients,,4,,25,468,18.72,,18,358,19.8888888888889,
2019Q1,,S27000001,,S27000001,d,Emergency Inpatients,,4,,41,798,19.4634146341463,,27,334,12.3703703703704,
2019Q2,,S27000001,,S27000001,d,Emergency Inpatients,,4,,25,512,20.48,,20,287,14.35,
2019Q3,,S27000001,,S27000001,d,Emergency Inpatients,,4,,25,487,19.48,,16,384,24,
2019Q4,,S27000001,,S27000001,d,Emergency Inpatients,,4,,25,310,12.4,,18,245,13.6111111111111,
2020Q1,,S27000001,,S27000001,d,Emergency Inpatients,,4,,30,478,15.9333333333333,,24,389,16.2083333333333,
2020Q2,,S27000001,,S27000001,d,Emergency Inpatients,,4,,28,554,19.7857142857143,,18,271,15.0555555555556,
2020Q3,,S27000001,,S27000001,d,Emergency Inpatients,,4,,20,349,17.45,,20,314,15.7,
2020Q4,,S27000001,,S27000001,d,Emergency Inpatients,,4,,20,469,23.45,,13,304,23.3846153846154,
2021Q1,,S27000001,,S27000001,d,Emergency Inpatients,,4,,20,324,16.2,,14,215,15.3571428571429,
2021Q2,,S27000001,,S27000001,d,Emergency Inpatients,,4,,25,537,21.48,,17,283,16.6470588235294,
2021Q3,,S27000001,,S27000001,d,Emergency Inpatients,,4,,15,559,37.2666666666667,,10,395,39.5,
2021Q4,,S27000001,,S27000001,d,Emergency Inpatients,,4,,15,233,15.5333333333333,,11,135,12.2727272727273,
2022Q1,,S27000001,,S27000001,d,Emergency Inpatients,,4,,5,141,28.2,,5,79,15.8,
2022Q2,,S27000001,,S27000001,d,Emergency Inpatients,,4,,5,56,11.2,,0,50,,z
2022Q3,,S27000001,,S27000001,d,Emergency Inpatients,,4,,10,174,17.4,,5,89,17.8,
2022Q4,p,S27000001,,S27000001,d,Emergency Inpatients,,4,,0,105,,z,0,105,,z
