WeekEnding,HB,HBQF,AdmissionType,AdmissionTypeQF,Specialty,SpecialtyQF,NumberAdmissions,Average20182019,PercentVariation
20210221,S08000016,,All,d,Paediatrics (medical & surgical),,9,35.5,-74.6
20210221,S08000016,,All,d,Paediatrics (medical),,9,35.5,-74.6
20210221,S08000016,,All,d,Surgery,,46,63.5,-27.6
20210221,S08000017,,All,d,All,d,358,451,-20.6
20210221,S08000017,,All,d,Cardiology,,6,4.5,33.3
20210221,S08000017,,All,d,Community,,33,35.5,-7
20210221,S08000017,,All,d,Gynaecology,,12,17,-29.4
20210221,S08000017,,All,d,Medical (excl. Cardiology & Cancer),,192,214.5,-10.5
20210221,S08000017,,All,d,Medical (incl. Cardiology & Cancer),,198,219,-9.6
20210221,S08000017,,All,d,Paediatrics (medical & surgical),,17,58.5,-70.9
20210221,S08000017,,All,d,Paediatrics (medical),,17,58.5,-70.9
20210221,S08000017,,All,d,Surgery,,98,121,-19
20210221,S08000019,,All,d,All,d,637,1014.5,-37.2
20210221,S08000019,,All,d,Gynaecology,,15,36.5,-58.9
20210221,S08000019,,All,d,Medical (excl. Cardiology & Cancer),,407,652,-37.6
20210221,S08000019,,All,d,Medical (incl. Cardiology & Cancer),,409,660.5,-38.1
20210221,S08000019,,All,d,Paediatrics (medical & surgical),,59,89,-33.7
20210221,S08000019,,All,d,Paediatrics (medical),,59,87,-32.2
20210221,S08000019,,All,d,Surgery,,151,216.5,-30.3
20210221,S08000020,,All,d,Accident & Emergency,,33,41,-19.5
20210221,S08000020,,All,d,All,d,1099,1354.5,-18.9
20210221,S08000020,,All,d,Cancer,,22,32.5,-32.3
20210221,S08000020,,All,d,Cardiology,,54,41.5,30.1
20210221,S08000020,,All,d,Community,,36,53.5,-32.7
20210221,S08000020,,All,d,Gynaecology,,15,37.5,-60
20210221,S08000020,,All,d,Medical (excl. Cardiology & Cancer),,502,542.5,-7.5
20210221,S08000020,,All,d,Medical (incl. Cardiology & Cancer),,578,616.5,-6.2
20210221,S08000020,,All,d,Paediatrics (medical & surgical),,84,145,-42.1
20210221,S08000020,,All,d,Paediatrics (medical),,75,134,-44
20210221,S08000020,,All,d,Paediatrics (surgical),,9,11,-18.2
20210221,S08000020,,All,d,Surgery,,353,457,-22.8
20210221,S08000022,,All,d,All,d,634,768,-17.4
20210221,S08000022,,All,d,Cancer,,8,8.5,-5.9
20210221,S08000022,,All,d,Cardiology,,9,12.5,-28
20210221,S08000022,,All,d,Community,,70,96.5,-27.5
20210221,S08000022,,All,d,Gynaecology,,16,27,-40.7
20210221,S08000022,,All,d,Medical (excl. Cardiology & Cancer),,279,335.5,-16.8
20210221,S08000022,,All,d,Medical (incl. Cardiology & Cancer),,296,356.5,-17
20210221,S08000022,,All,d,Paediatrics (medical & surgical),,55,84,-34.5
20210221,S08000022,,All,d,Paediatrics (medical),,55,83.5,-34.1
20210221,S08000022,,All,d,Surgery,,197,203.5,-3.2
20210221,S08000024,,All,d,Accident & Emergency,,182,49.5,267.7
20210221,S08000024,,All,d,All,d,2097,2127.5,-1.4
20210221,S08000024,,All,d,Cancer,,99,92,7.6
20210221,S08000024,,All,d,Cardiology,,69,72.5,-4.8
20210221,S08000024,,All,d,Community,,6,0,8000
20210221,S08000024,,All,d,Gynaecology,,52,54,-3.7
20210221,S08000024,,All,d,Medical (excl. Cardiology & Cancer),,976,965,1.1
20210221,S08000024,,All,d,Medical (incl. Cardiology & Cancer),,1144,1129.5,1.3
20210221,S08000024,,All,d,Paediatrics (medical & surgical),,117,155.5,-24.8
20210221,S08000024,,All,d,Paediatrics (medical),,98,136,-27.9
20210221,S08000024,,All,d,Paediatrics (surgical),,19,19.5,-2.6
20210221,S08000024,,All,d,Surgery,,596,738.5,-19.3
20210221,S08000025,,All,d,All,d,42,37.5,12
20210221,S08000025,,All,d,Medical (excl. Cardiology & Cancer),,32,21.5,48.8
20210221,S08000025,,All,d,Medical (incl. Cardiology & Cancer),,32,21.5,48.8
20210221,S08000025,,All,d,Surgery,,8,14,-42.9
20210221,S08000026,,All,d,All,d,54,40,35
20210221,S08000026,,All,d,Medical (excl. Cardiology & Cancer),,32,25,28
20210221,S08000026,,All,d,Medical (incl. Cardiology & Cancer),,32,25,28
20210221,S08000026,,All,d,Surgery,,21,15,40
20210221,S08000028,,All,d,All,d,59,90,-34.4
20210221,S08000028,,All,d,Community,,9,11,-18.2
20210221,S08000028,,All,d,Medical (excl. Cardiology & Cancer),,30,43,-30.2
20210221,S08000028,,All,d,Medical (incl. Cardiology & Cancer),,30,45,-33.3
20210221,S08000028,,All,d,Surgery,,16,27.5,-41.8
20210221,S08000029,,All,d,Accident & Emergency,,70,59.5,17.6
20210221,S08000029,,All,d,All,d,873,968,-9.8
20210221,S08000029,,All,d,Cardiology,,34,27.5,23.6
20210221,S08000029,,All,d,Community,,18,17.5,2.9
20210221,S08000029,,All,d,Gynaecology,,27,34,-20.6
20210221,S08000029,,All,d,Medical (excl. Cardiology & Cancer),,466,483,-3.5
20210221,S08000029,,All,d,Medical (incl. Cardiology & Cancer),,500,510.5,-2.1
20210221,S08000029,,All,d,Paediatrics (medical & surgical),,51,98,-48
20210221,S08000029,,All,d,Paediatrics (medical),,51,97.5,-47.7
20210221,S08000029,,All,d,Surgery,,207,248,-16.5
20210221,S08000030,,All,d,Accident & Emergency,,65,69,-5.8
20210221,S08000030,,All,d,All,d,1063,1283.5,-17.2
20210221,S08000030,,All,d,Cancer,,18,19.5,-7.7
20210221,S08000030,,All,d,Cardiology,,44,28.5,54.4
20210221,S08000030,,All,d,Gynaecology,,25,46.5,-46.2
20210221,S08000030,,All,d,Medical (excl. Cardiology & Cancer),,531,537.5,-1.2
20210221,S08000030,,All,d,Medical (incl. Cardiology & Cancer),,593,585.5,1.3
20210221,S08000030,,All,d,Paediatrics (medical & surgical),,78,156.5,-50.2
20210221,S08000030,,All,d,Paediatrics (medical),,76,156.5,-51.4
20210221,S08000030,,All,d,Surgery,,301,408.5,-26.3
20210221,S08000031,,All,d,Accident & Emergency,,27,31.5,-14.3
20210221,S08000031,,All,d,All,d,3306,4132,-20
20210221,S08000031,,All,d,Cancer,,73,88.5,-17.5
20210221,S08000031,,All,d,Cardiology,,127,156.5,-18.8
20210221,S08000031,,All,d,Gynaecology,,87,148.5,-41.4
20210221,S08000031,,All,d,Medical (excl. Cardiology & Cancer),,1796,1953.5,-8.1
20210221,S08000031,,All,d,Medical (incl. Cardiology & Cancer),,1996,2198.5,-9.2
20210221,S08000031,,All,d,Paediatrics (medical & surgical),,198,285,-30.5
20210221,S08000031,,All,d,Paediatrics (medical),,165,251.5,-34.4
20210221,S08000031,,All,d,Paediatrics (surgical),,33,33.5,-1.5
20210221,S08000031,,All,d,Surgery,,988,1456.5,-32.2
20210221,S08000031,,All,d,NA,NA,9,9.5,-5.3
20210221,S08000032,,All,d,Accident & Emergency,,11,4.5,144.4
20210221,S08000032,,All,d,All,d,1434,1766.5,-18.8
20210221,S08000032,,All,d,Cardiology,,105,70.5,48.9
20210221,S08000032,,All,d,Gynaecology,,20,44.5,-55.1
20210221,S08000032,,All,d,Medical (excl. Cardiology & Cancer),,851,958,-11.2
20210221,S08000032,,All,d,Medical (incl. Cardiology & Cancer),,956,1030,-7.2
20210221,S08000032,,All,d,Paediatrics (medical & surgical),,162,242,-33.1
20210221,S08000032,,All,d,Paediatrics (medical),,162,240.5,-32.6
20210221,S08000032,,All,d,Surgery,,285,445.5,-36
20210221,S92000003,d,All,d,Accident & Emergency,,400,293,36.5
20210221,S92000003,d,All,d,All,d,12932,15644.5,-17.3
20210221,S92000003,d,All,d,Cancer,,221,244.5,-9.6
20210221,S92000003,d,All,d,Cardiology,,564,521,8.3
20210221,S92000003,d,All,d,Community,,182,250.5,-27.3
20210221,S92000003,d,All,d,Gynaecology,,275,449.5,-38.8
20210221,S92000003,d,All,d,Medical (excl. Cardiology & Cancer),,6772,7486.5,-9.5
20210221,S92000003,d,All,d,Medical (incl. Cardiology & Cancer),,7557,8252,-8.4
20210221,S92000003,d,All,d,Paediatrics (medical & surgical),,907,1512.5,-40
20210221,S92000003,d,All,d,Paediatrics (medical),,844,1444,-41.6
20210221,S92000003,d,All,d,Paediatrics (surgical),,63,68.5,-8
20210221,S92000003,d,All,d,Surgery,,3596,4866,-26.1
20210221,S92000003,d,All,d,NA,NA,13,11,18.2
20210221,NA,NA,All,d,All,d,207,226,-8.4
20210221,NA,NA,All,d,Cardiology,,93,73,27.4
20210221,NA,NA,All,d,Medical (incl. Cardiology & Cancer),,97,78.5,23.6
20210221,NA,NA,All,d,Surgery,,108,147.5,-26.8
20210228,S08000015,,All,d,Accident & Emergency,,10,20.5,-51.2
20210228,S08000015,,All,d,All,d,907,1170,-22.5
20210228,S08000015,,All,d,Cardiology,,20,18.5,8.1
20210228,S08000015,,All,d,Medical (excl. Cardiology & Cancer),,555,652.5,-14.9
20210228,S08000015,,All,d,Medical (incl. Cardiology & Cancer),,575,671.5,-14.4
20210228,S08000015,,All,d,Paediatrics (medical & surgical),,79,144.5,-45.3
20210228,S08000015,,All,d,Paediatrics (medical),,79,144,-45.1
20210228,S08000015,,All,d,Surgery,,238,332,-28.3
20210228,S08000015,,All,d,NA,NA,5,1.5,233.3
20210228,S08000016,,All,d,All,d,213,257.5,-17.3
20210228,S08000016,,All,d,Cardiology,,12,8.5,41.2
20210228,S08000016,,All,d,Community,,13,12.5,4
20210228,S08000016,,All,d,Medical (excl. Cardiology & Cancer),,125,123,1.6
20210228,S08000016,,All,d,Medical (incl. Cardiology & Cancer),,137,131.5,4.2
20210228,S08000016,,All,d,Paediatrics (medical & surgical),,13,40.5,-67.9
20210228,S08000016,,All,d,Paediatrics (medical),,13,40.5,-67.9
20210228,S08000016,,All,d,Surgery,,50,73,-31.5
20210228,S08000017,,All,d,All,d,324,438.5,-26.1
20210228,S08000017,,All,d,Community,,26,31,-16.1
20210228,S08000017,,All,d,Gynaecology,,22,13,69.2
20210228,S08000017,,All,d,Medical (excl. Cardiology & Cancer),,161,225,-28.4
20210228,S08000017,,All,d,Medical (incl. Cardiology & Cancer),,165,229,-27.9
20210228,S08000017,,All,d,Paediatrics (medical & surgical),,31,56,-44.6
20210228,S08000017,,All,d,Paediatrics (medical),,31,56,-44.6
20210228,S08000017,,All,d,Surgery,,80,109.5,-26.9
20210228,S08000019,,All,d,All,d,721,1021,-29.4
20210228,S08000019,,All,d,Cardiology,,6,12.5,-52
20210228,S08000019,,All,d,Gynaecology,,28,31,-9.7
20210228,S08000019,,All,d,Medical (excl. Cardiology & Cancer),,460,630,-27
20210228,S08000019,,All,d,Medical (incl. Cardiology & Cancer),,466,642.5,-27.5
20210228,S08000019,,All,d,Paediatrics (medical & surgical),,56,86,-34.9
20210228,S08000019,,All,d,Paediatrics (medical),,56,86,-34.9
20210228,S08000019,,All,d,Surgery,,168,251,-33.1
20210228,S08000020,,All,d,Accident & Emergency,,25,46,-45.7
20210228,S08000020,,All,d,All,d,1085,1339,-19
20210228,S08000020,,All,d,Cancer,,28,39.5,-29.1
20210228,S08000020,,All,d,Cardiology,,50,40,25
20210228,S08000020,,All,d,Community,,38,55.5,-31.5
20210228,S08000020,,All,d,Gynaecology,,17,34,-50
20210228,S08000020,,All,d,Medical (excl. Cardiology & Cancer),,454,502.5,-9.7
20210228,S08000020,,All,d,Medical (incl. Cardiology & Cancer),,532,582,-8.6
20210228,S08000020,,All,d,Paediatrics (medical & surgical),,81,121,-33.1
20210228,S08000020,,All,d,Paediatrics (medical),,78,107,-27.1
20210228,S08000020,,All,d,Surgery,,392,497.5,-21.2
20210228,S08000022,,All,d,All,d,648,794.5,-18.4
20210228,S08000022,,All,d,Cancer,,8,12,-33.3
20210228,S08000022,,All,d,Cardiology,,9,13,-30.8
20210228,S08000022,,All,d,Community,,87,103.5,-15.9
20210228,S08000022,,All,d,Gynaecology,,19,27.5,-30.9
20210228,S08000022,,All,d,Medical (excl. Cardiology & Cancer),,294,325,-9.5
20210228,S08000022,,All,d,Medical (incl. Cardiology & Cancer),,311,350,-11.1
20210228,S08000022,,All,d,Paediatrics (medical & surgical),,54,79,-31.6
20210228,S08000022,,All,d,Paediatrics (medical),,54,78.5,-31.2
20210228,S08000022,,All,d,Surgery,,177,234.5,-24.5
20210228,S08000024,,All,d,Accident & Emergency,,168,44,281.8
20210228,S08000024,,All,d,All,d,2071,2154,-3.9
20210228,S08000024,,All,d,Cancer,,103,95,8.4
20210228,S08000024,,All,d,Cardiology,,71,78,-9
20210228,S08000024,,All,d,Gynaecology,,38,61,-37.7
20210228,S08000024,,All,d,Medical (excl. Cardiology & Cancer),,937,941,-0.4
20210228,S08000024,,All,d,Medical (incl. Cardiology & Cancer),,1111,1114,-0.3
20210228,S08000024,,All,d,Paediatrics (medical & surgical),,149,160.5,-7.2
20210228,S08000024,,All,d,Paediatrics (medical),,120,139.5,-14
20210228,S08000024,,All,d,Paediatrics (surgical),,29,21,38.1
20210228,S08000024,,All,d,Surgery,,604,774,-22
20210228,S08000025,,All,d,All,d,37,36,2.8
20210228,S08000025,,All,d,Medical (excl. Cardiology & Cancer),,26,22,18.2
20210228,S08000025,,All,d,Medical (incl. Cardiology & Cancer),,26,22.5,15.6
20210228,S08000025,,All,d,Surgery,,11,10,10
20210228,S08000026,,All,d,All,d,37,37,-0
20210228,S08000026,,All,d,Medical (excl. Cardiology & Cancer),,19,24.5,-22.4
20210228,S08000026,,All,d,Medical (incl. Cardiology & Cancer),,19,24.5,-22.4
20210228,S08000026,,All,d,Surgery,,17,11,54.5
20210228,S08000028,,All,d,All,d,43,90,-52.2
20210228,S08000028,,All,d,Community,,8,11,-27.3
20210228,S08000028,,All,d,Medical (excl. Cardiology & Cancer),,20,42.5,-52.9
20210228,S08000028,,All,d,Medical (incl. Cardiology & Cancer),,20,42.5,-52.9
20210228,S08000028,,All,d,Surgery,,14,30.5,-54.1
20210228,S08000029,,All,d,Accident & Emergency,,69,56.5,22.1
20210228,S08000029,,All,d,All,d,757,980,-22.8
20210228,S08000029,,All,d,Cardiology,,18,29.5,-39
20210228,S08000029,,All,d,Community,,20,10,100
20210228,S08000029,,All,d,Gynaecology,,35,34.5,1.4
20210228,S08000029,,All,d,Medical (excl. Cardiology & Cancer),,365,472.5,-22.8
20210228,S08000029,,All,d,Medical (incl. Cardiology & Cancer),,383,502.5,-23.8
20210228,S08000029,,All,d,Paediatrics (medical & surgical),,50,102.5,-51.2
20210228,S08000029,,All,d,Paediatrics (medical),,50,102,-51
20210228,S08000029,,All,d,Surgery,,200,273,-26.7
20210228,S08000030,,All,d,Accident & Emergency,,70,58,20.7
20210228,S08000030,,All,d,All,d,1072,1248,-14.1
20210228,S08000030,,All,d,Cancer,,20,28.5,-29.8
20210228,S08000030,,All,d,Cardiology,,45,36.5,23.3
20210228,S08000030,,All,d,Gynaecology,,21,39,-46.2
20210228,S08000030,,All,d,Medical (excl. Cardiology & Cancer),,555,535,3.7
20210228,S08000030,,All,d,Medical (incl. Cardiology & Cancer),,620,600,3.3
20210228,S08000030,,All,d,Paediatrics (medical & surgical),,82,133,-38.3
20210228,S08000030,,All,d,Paediatrics (medical),,82,132,-37.9
20210228,S08000030,,All,d,Surgery,,275,396.5,-30.6
20210228,S08000031,,All,d,Accident & Emergency,,35,36.5,-4.1
20210228,S08000031,,All,d,All,d,3253,4238,-23.2
20210228,S08000031,,All,d,Cancer,,88,87.5,0.6
20210228,S08000031,,All,d,Cardiology,,123,154,-20.1
20210228,S08000031,,All,d,Gynaecology,,93,158,-41.1
20210228,S08000031,,All,d,Medical (excl. Cardiology & Cancer),,1689,1985.5,-14.9
20210228,S08000031,,All,d,Medical (incl. Cardiology & Cancer),,1900,2227,-14.7
20210228,S08000031,,All,d,Paediatrics (medical & surgical),,190,302,-37.1
20210228,S08000031,,All,d,Paediatrics (medical),,151,257,-41.2
20210228,S08000031,,All,d,Paediatrics (surgical),,39,45,-13.3
20210228,S08000031,,All,d,Surgery,,1024,1502,-31.8
20210228,S08000031,,All,d,NA,NA,11,8.5,29.4
20210228,S08000032,,All,d,All,d,1352,1844.5,-26.7
20210228,S08000032,,All,d,Cardiology,,73,79,-7.6
20210228,S08000032,,All,d,Gynaecology,,19,44,-56.8
20210228,S08000032,,All,d,Medical (excl. Cardiology & Cancer),,818,974.5,-16.1
20210228,S08000032,,All,d,Medical (incl. Cardiology & Cancer),,891,1053.5,-15.4
20210228,S08000032,,All,d,Paediatrics (medical & surgical),,134,257,-47.9
20210228,S08000032,,All,d,Paediatrics (medical),,134,257,-47.9
20210228,S08000032,,All,d,Surgery,,306,482,-36.5
20210228,S92000003,d,All,d,Accident & Emergency,,381,280,36.1
20210228,S92000003,d,All,d,All,d,12742,15891.5,-19.8
20210228,S92000003,d,All,d,Cancer,,249,264,-5.7
20210228,S92000003,d,All,d,Cardiology,,507,550.5,-7.9
20210228,S92000003,d,All,d,Community,,197,243.5,-19.1
20210228,S92000003,d,All,d,Gynaecology,,296,447.5,-33.9
20210228,S92000003,d,All,d,Medical (excl. Cardiology & Cancer),,6481,7460,-13.1
20210228,S92000003,d,All,d,Medical (incl. Cardiology & Cancer),,7237,8274.5,-12.5
20210228,S92000003,d,All,d,Paediatrics (medical & surgical),,919,1486,-38.2
20210228,S92000003,d,All,d,Paediatrics (medical),,848,1403.5,-39.6
20210228,S92000003,d,All,d,Paediatrics (surgical),,71,82.5,-13.9
20210228,S92000003,d,All,d,Surgery,,3694,5138.5,-28.1
20210228,S92000003,d,All,d,NA,NA,16,10,60
20210228,NA,NA,All,d,All,d,222,243.5,-8.8
20210228,NA,NA,All,d,Cardiology,,76,77,-1.3
20210228,NA,NA,All,d,Medical (incl. Cardiology & Cancer),,81,81.5,-0.6
20210228,NA,NA,All,d,Surgery,,138,162,-14.8
20210307,S08000015,,All,d,All,d,860,1166.5,-26.3
20210307,S08000015,,All,d,Cardiology,,14,17,-17.6
20210307,S08000015,,All,d,Medical (excl. Cardiology & Cancer),,542,641.5,-15.5
20210307,S08000015,,All,d,Medical (incl. Cardiology & Cancer),,556,658.5,-15.6
20210307,S08000015,,All,d,Paediatrics (medical & surgical),,79,175,-54.9
20210307,S08000015,,All,d,Paediatrics (medical),,79,175,-54.9
20210307,S08000015,,All,d,Surgery,,218,301.5,-27.7
20210307,S08000016,,All,d,All,d,221,236.5,-6.6
20210307,S08000016,,All,d,Cardiology,,8,9,-11.1
20210307,S08000016,,All,d,Community,,14,14,-0
20210307,S08000016,,All,d,Medical (excl. Cardiology & Cancer),,118,109.5,7.8
20210307,S08000016,,All,d,Medical (incl. Cardiology & Cancer),,126,118.5,6.3
20210307,S08000016,,All,d,Paediatrics (medical & surgical),,23,33,-30.3
20210307,S08000016,,All,d,Paediatrics (medical),,23,33,-30.3
20210307,S08000016,,All,d,Surgery,,58,71,-18.3
20210307,S08000017,,All,d,All,d,356,407.5,-12.6
20210307,S08000017,,All,d,Cardiology,,5,1,400
20210307,S08000017,,All,d,Community,,25,36.5,-31.5
20210307,S08000017,,All,d,Gynaecology,,9,16.5,-45.5
20210307,S08000017,,All,d,Medical (excl. Cardiology & Cancer),,199,199,-0
20210307,S08000017,,All,d,Medical (incl. Cardiology & Cancer),,204,200,2
20210307,S08000017,,All,d,Paediatrics (medical & surgical),,22,50,-56
20210307,S08000017,,All,d,Paediatrics (medical),,22,50,-56
20210307,S08000017,,All,d,Surgery,,96,104.5,-8.1
20210307,S08000019,,All,d,Accident & Emergency,,5,7,-28.6
20210307,S08000019,,All,d,All,d,617,927,-33.4
20210307,S08000019,,All,d,Gynaecology,,26,34,-23.5
20210307,S08000019,,All,d,Medical (excl. Cardiology & Cancer),,390,600.5,-35.1
20210307,S08000019,,All,d,Medical (incl. Cardiology & Cancer),,393,603.5,-34.9
20210307,S08000019,,All,d,Paediatrics (medical & surgical),,47,86.5,-45.7
20210307,S08000019,,All,d,Paediatrics (medical),,47,86,-45.3
20210307,S08000019,,All,d,Surgery,,144,196,-26.5
20210307,S08000020,,All,d,Accident & Emergency,,36,51,-29.4
20210307,S08000020,,All,d,All,d,1118,1311.5,-14.8
20210307,S08000020,,All,d,Cancer,,27,32,-15.6
20210307,S08000020,,All,d,Cardiology,,49,35,40
20210307,S08000020,,All,d,Community,,34,55.5,-38.7
20210307,S08000020,,All,d,Gynaecology,,11,32.5,-66.2
20210307,S08000020,,All,d,Medical (excl. Cardiology & Cancer),,481,500.5,-3.9
20210307,S08000020,,All,d,Medical (incl. Cardiology & Cancer),,557,567.5,-1.9
20210307,S08000020,,All,d,Paediatrics (medical & surgical),,95,129.5,-26.6
20210307,S08000020,,All,d,Paediatrics (medical),,82,117,-29.9
20210307,S08000020,,All,d,Paediatrics (surgical),,13,12.5,4
20210307,S08000020,,All,d,Surgery,,385,473,-18.6
20210307,S08000022,,All,d,All,d,635,792,-19.8
20210307,S08000022,,All,d,Cancer,,7,6.5,7.7
20210307,S08000022,,All,d,Cardiology,,11,10.5,4.8
20210307,S08000022,,All,d,Community,,77,103.5,-25.6
20210307,S08000022,,All,d,Gynaecology,,18,26.5,-32.1
20210307,S08000022,,All,d,Medical (excl. Cardiology & Cancer),,287,330.5,-13.2
20210307,S08000022,,All,d,Medical (incl. Cardiology & Cancer),,305,347.5,-12.2
20210307,S08000022,,All,d,Paediatrics (medical & surgical),,38,66.5,-42.9
20210307,S08000022,,All,d,Paediatrics (medical),,38,66.5,-42.9
20210307,S08000022,,All,d,Surgery,,197,248,-20.6
20210307,S08000024,,All,d,Accident & Emergency,,175,46.5,276.3
20210307,S08000024,,All,d,All,d,2119,2038.5,3.9
20210307,S08000024,,All,d,Cancer,,91,79,15.2
20210307,S08000024,,All,d,Cardiology,,88,71,23.9
20210307,S08000024,,All,d,Gynaecology,,47,54,-13
20210307,S08000024,,All,d,Medical (excl. Cardiology & Cancer),,914,889,2.8
20210307,S08000024,,All,d,Medical (incl. Cardiology & Cancer),,1093,1039,5.2
20210307,S08000024,,All,d,Paediatrics (medical & surgical),,131,163,-19.6
20210307,S08000024,,All,d,Paediatrics (medical),,104,136.5,-23.8
20210307,S08000024,,All,d,Paediatrics (surgical),,27,26.5,1.9
20210307,S08000024,,All,d,Surgery,,669,735.5,-9
20210307,S08000025,,All,d,All,d,38,36.5,4.1
20210307,S08000025,,All,d,Medical (excl. Cardiology & Cancer),,21,15.5,35.5
20210307,S08000025,,All,d,Medical (incl. Cardiology & Cancer),,21,16.5,27.3
20210307,S08000025,,All,d,Surgery,,17,19,-10.5
20210307,S08000026,,All,d,All,d,34,40,-15
20210307,S08000026,,All,d,Medical (excl. Cardiology & Cancer),,21,25,-16
20210307,S08000026,,All,d,Medical (incl. Cardiology & Cancer),,21,25,-16
20210307,S08000026,,All,d,Surgery,,13,15,-13.3
20210307,S08000028,,All,d,All,d,34,77,-55.8
20210307,S08000028,,All,d,Community,,8,14.5,-44.8
20210307,S08000028,,All,d,Medical (excl. Cardiology & Cancer),,22,34,-35.3
20210307,S08000028,,All,d,Medical (incl. Cardiology & Cancer),,22,34,-35.3
20210307,S08000029,,All,d,Accident & Emergency,,62,55.5,11.7
20210307,S08000029,,All,d,All,d,818,861.5,-5
20210307,S08000029,,All,d,Cardiology,,26,34,-23.5
20210307,S08000029,,All,d,Community,,18,10.5,71.4
20210307,S08000029,,All,d,Gynaecology,,30,30.5,-1.6
20210307,S08000029,,All,d,Medical (excl. Cardiology & Cancer),,366,403,-9.2
20210307,S08000029,,All,d,Medical (incl. Cardiology & Cancer),,392,437,-10.3
20210307,S08000029,,All,d,Paediatrics (medical & surgical),,62,88,-29.5
20210307,S08000029,,All,d,Paediatrics (medical),,62,88,-29.5
20210307,S08000029,,All,d,Surgery,,254,239,6.3
20210307,S08000030,,All,d,Accident & Emergency,,63,62.5,0.8
20210307,S08000030,,All,d,All,d,986,1180,-16.4
20210307,S08000030,,All,d,Cancer,,20,20,-0
20210307,S08000030,,All,d,Cardiology,,36,30.5,18
20210307,S08000030,,All,d,Gynaecology,,22,34.5,-36.2
20210307,S08000030,,All,d,Medical (excl. Cardiology & Cancer),,470,545.5,-13.8
20210307,S08000030,,All,d,Medical (incl. Cardiology & Cancer),,526,596,-11.7
20210307,S08000030,,All,d,Paediatrics (medical & surgical),,99,122,-18.9
20210307,S08000030,,All,d,Paediatrics (medical),,99,120,-17.5
20210307,S08000030,,All,d,Surgery,,272,345,-21.2
20210307,S08000031,,All,d,Accident & Emergency,,27,33,-18.2
20210307,S08000031,,All,d,All,d,3437,3762.5,-8.7
20210307,S08000031,,All,d,Cancer,,109,75,45.3
20210307,S08000031,,All,d,Cardiology,,109,143.5,-24
20210307,S08000031,,All,d,Gynaecology,,97,134,-27.6
20210307,S08000031,,All,d,Medical (excl. Cardiology & Cancer),,1796,1759,2.1
20210307,S08000031,,All,d,Medical (incl. Cardiology & Cancer),,2014,1977.5,1.8
20210307,S08000031,,All,d,Paediatrics (medical & surgical),,161,260,-38.1
20210307,S08000031,,All,d,Paediatrics (medical),,137,220,-37.7
20210307,S08000031,,All,d,Paediatrics (surgical),,24,40,-40
20210307,S08000031,,All,d,Surgery,,1133,1349.5,-16
20210307,S08000031,,All,d,NA,NA,5,7.5,-33.3
20210307,S08000032,,All,d,Accident & Emergency,,7,5,40
20210307,S08000032,,All,d,All,d,1322,1662.5,-20.5
20210307,S08000032,,All,d,Cardiology,,96,74,29.7
20210307,S08000032,,All,d,Gynaecology,,14,42,-66.7
20210307,S08000032,,All,d,Medical (excl. Cardiology & Cancer),,774,870,-11
20210307,S08000032,,All,d,Medical (incl. Cardiology & Cancer),,870,944.5,-7.9
20210307,S08000032,,All,d,Paediatrics (medical & surgical),,133,224.5,-40.8
20210307,S08000032,,All,d,Paediatrics (medical),,133,224,-40.6
20210307,S08000032,,All,d,Surgery,,298,446.5,-33.3
20210307,S92000003,d,All,d,Accident & Emergency,,379,291.5,30
20210307,S92000003,d,All,d,All,d,12791,14694.5,-13
20210307,S92000003,d,All,d,Cancer,,256,214,19.6
20210307,S92000003,d,All,d,Cardiology,,515,498.5,3.3
20210307,S92000003,d,All,d,Community,,184,254,-27.6
20210307,S92000003,d,All,d,Gynaecology,,278,408,-31.9
20210307,S92000003,d,All,d,Medical (excl. Cardiology & Cancer),,6404,6927,-7.6
20210307,S92000003,d,All,d,Medical (incl. Cardiology & Cancer),,7175,7639.5,-6.1
20210307,S92000003,d,All,d,Paediatrics (medical & surgical),,890,1400,-36.4
20210307,S92000003,d,All,d,Paediatrics (medical),,826,1318,-37.3
20210307,S92000003,d,All,d,Paediatrics (surgical),,64,82,-22
20210307,S92000003,d,All,d,Surgery,,3875,4688,-17.3
20210307,S92000003,d,All,d,NA,NA,8,8,-0
20210307,NA,NA,All,d,All,d,196,195,0.5
20210307,NA,NA,All,d,Cardiology,,70,70,-0
20210307,NA,NA,All,d,Medical (incl. Cardiology & Cancer),,75,74.5,0.7
20210307,NA,NA,All,d,Surgery,,117,120.5,-2.9
20210314,S08000015,,All,d,Accident & Emergency,,13,17,-23.5
20210314,S08000015,,All,d,All,d,889,1177.5,-24.5
20210314,S08000015,,All,d,Cardiology,,7,10.5,-33.3
20210314,S08000015,,All,d,Medical (excl. Cardiology & Cancer),,568,671,-15.4
20210314,S08000015,,All,d,Medical (incl. Cardiology & Cancer),,575,682.5,-15.8
20210314,S08000015,,All,d,Paediatrics (medical & surgical),,92,172,-46.5
20210314,S08000015,,All,d,Paediatrics (medical),,92,172,-46.5
20210314,S08000015,,All,d,Surgery,,205,304.5,-32.7
20210314,S08000016,,All,d,All,d,218,262,-16.8
20210314,S08000016,,All,d,Cardiology,,9,8,12.5
20210314,S08000016,,All,d,Community,,13,20,-35
20210314,S08000016,,All,d,Medical (excl. Cardiology & Cancer),,121,138.5,-12.6
